"id","estado","cidade","cep"
"2955","PE","Tacaimbó","55140-000"
"2956","PE","Tacaratu","56480-000"
"2957","PE","Tamandaré","55578-000"
"2958","PE","Taquaritinga do Norte","55790-000"
"2959","PE","Terezinha","55305-000"
"2960","PE","Terra Nova","56190-000"
"2961","PE","Timbaúba","55870-000"
"2962","PE","Toritama","55125-000"
"2963","PE","Tracunhaém","55805-000"
"2964","PE","Trindade","56250-000"
"2965","PE","Triunfo","56870-000"
"2966","PE","Tupanatinga","56540-000"
"2967","PE","Tuparetama","56760-000"
"2968","PE","Venturosa","55270-000"
"2969","PE","Verdejante","56120-000"
"2970","PE","Vertente do Lério","55760-000"
"2971","PE","Vertentes","55770-000"
"2972","PE","Vicência","55850-000"
"2973","PE","Vitória de Santo Antão","55600-001"
"2974","PE","Xexéu","55555-000"
"2975","PI","Acauã","64748-000"
"2976","PI","Agricolândia","64440-000"
"2977","PI","Água Branca","64460-000"
"2978","PI","Alagoinha do Piauí","64655-000"
"2979","PI","Alegrete do Piauí","64675-000"
"2980","PI","Alto Longá","64360-000"
"2981","PI","Altos","64290-000"
"2982","PI","Alvorada do Gurguéia","64923-000"
"2983","PI","Amarante","64400-000"
"2984","PI","Angical do Piauí","64410-000"
"2985","PI","Anísio de Abreu","64780-000"
"2986","PI","Antônio Almeida","64855-000"
"2987","PI","Aroazes","64310-000"
"2988","PI","Aroeiras do Itaim","64612-000"
"2989","PI","Arraial","64480-000"
"2990","PI","Assunção do Piauí","64333-000"
"2991","PI","Avelino Lopes","64965-000"
"2992","PI","Baixa Grande do Ribeiro","64868-000"
"2993","PI","Barra D'Alcântara","64528-000"
"2994","PI","Barras","64100-000"
"2995","PI","Barreiras do Piauí","64990-000"
"2996","PI","Barro Duro","64455-000"
"2997","PI","Batalha","64190-000"
"2998","PI","Bela Vista do Piauí","64705-000"
"2999","PI","Belém do Piauí","64678-000"
"3000","PI","Beneditinos","64380-000"
"3001","PI","Bertolínia","64870-000"
"3002","PI","Betânia do Piauí","64753-000"
"3003","PI","Boa Hora","64108-000"
"3004","PI","Bocaina","64630-000"
"3005","PI","Bom Jesus","64900-000"
"3006","PI","Bom Princípio do Piauí","64225-000"
"3007","PI","Bonfim do Piauí","64775-000"
"3008","PI","Boqueirão do Piauí","64283-000"
"3009","PI","Brasileira","64265-000"
"3010","PI","Brejo do Piauí","64895-000"
"3011","PI","Buriti dos Lopes","64230-000"
"3012","PI","Buriti dos Montes","64345-000"
"3013","PI","Cabeceiras do Piauí","64105-000"
"3014","PI","Cajazeiras do Piauí","64514-000"
"3015","PI","Cajueiro da Praia","64222-000"
"3016","PI","Caldeirão Grande do Piauí","64695-000"
"3017","PI","Campinas do Piauí","64730-000"
"3018","PI","Campo Alegre do Fidalgo","64767-000"
"3019","PI","Campo Grande do Piauí","64578-000"
"3020","PI","Campo Largo do Piauí","64148-000"
"3021","PI","Campo Maior","64280-000"
"3022","PI","Canavieira","64833-000"
"3023","PI","Canto do Buriti","64890-000"
"3024","PI","Capitão de Campos","64270-000"
"3025","PI","Capitão Gervásio Oliveira","64763-000"
"3026","PI","Caracol","64795-000"
"3027","PI","Caraúbas do Piauí","64233-000"
"3028","PI","Caridade do Piauí","64590-000"
"3029","PI","Castelo do Piauí","64340-000"
"3030","PI","Caxingó","64228-000"
"3031","PI","Cocal","64235-000"
"3032","PI","Cocal de Telha","64278-000"
"3033","PI","Cocal dos Alves","64238-000"
"3034","PI","Coivaras","64335-000"
"3035","PI","Colônia do Gurguéia","64885-000"
"3036","PI","Colônia do Piauí","64516-000"
"3037","PI","Conceição do Canindé","64740-000"
"3038","PI","Coronel José Dias","64793-000"
"3039","PI","Corrente","64980-000"
"3040","PI","Cristalândia do Piauí","64995-000"
"3041","PI","Cristino Castro","64920-000"
"3042","PI","Curimatá","64960-000"
"3043","PI","Currais","64905-000"
"3044","PI","Curral Novo do Piauí","64595-000"
"3045","PI","Curralinhos","64453-000"
"3046","PI","Demerval Lobão","64390-000"
"3047","PI","Dirceu Arcoverde","64785-000"
"3048","PI","Dom Expedito Lopes","64620-000"
"3049","PI","Dom Inocêncio","64790-000"
"3050","PI","Domingos Mourão","64250-000"
"3051","PI","Elesbão Veloso","64325-000"
"3052","PI","Eliseu Martins","64880-000"
"3053","PI","Esperantina","64180-000"
"3054","PI","Fartura do Piauí","64788-000"
"3055","PI","Flores do Piauí","64815-000"
"3056","PI","Floresta do Piauí","64563-000"
"3057","PI","Floriano","64800-001"
"3058","PI","Francinópolis","64520-000"
"3059","PI","Francisco Ayres","64475-000"
"3060","PI","Francisco Macedo","64683-000"
"3061","PI","Francisco Santos","64645-000"
"3062","PI","Fronteiras","64690-000"
"3063","PI","Geminiano","64613-000"
"3064","PI","Gilbués","64930-000"
"3065","PI","Guadalupe","64840-000"
"3066","PI","Guaribas","64798-000"
"3067","PI","Hugo Napoleão","64470-000"
"3068","PI","Ilha Grande","64224-000"
"3069","PI","Inhuma","64535-000"
"3070","PI","Ipiranga do Piauí","64540-000"
"3071","PI","Isaías Coelho","64570-000"
"3072","PI","Itainópolis","64565-000"
"3073","PI","Itaueira","64820-000"
"3074","PI","Jacobina do Piauí","64755-000"
"3075","PI","Jaicós","64575-000"
"3076","PI","Jardim do Mulato","64495-000"
"3077","PI","Jatobá do Piauí","64275-000"
"3078","PI","Jerumenha","64830-000"
"3079","PI","João Costa","64765-000"
"3080","PI","Joaquim Pires","64170-000"
"3081","PI","Joca Marques","64165-000"
"3082","PI","José de Freitas","64110-000"
"3083","PI","Juazeiro do Piauí","64343-000"
"3084","PI","Júlio Borges","64963-000"
"3085","PI","Jurema","64782-000"
"3086","PI","Lagoa Alegre","64138-000"
"3087","PI","Lagoa de São Francisco","64258-000"
"3088","PI","Lagoa do Barro do Piauí","64768-000"
"3089","PI","Lagoa do Piauí","64388-000"
"3090","PI","Lagoa do Sítio","64308-000"
"3091","PI","Lagoinha do Piauí","64465-000"
"3092","PI","Landri Sales","64850-000"
"3093","PI","Luís Correia","64220-000"
"3094","PI","Luzilândia","64160-000"
"3095","PI","Madeiro","64168-000"
"3096","PI","Manoel Emídio","64875-000"
"3097","PI","Marcolândia","64685-000"
"3098","PI","Marcos Parente","64845-000"
"3099","PI","Massapê do Piauí","64573-000"
"3100","PI","Matias Olímpio","64150-000"
"3101","PI","Miguel Alves","64130-000"
"3102","PI","Miguel Leão","64445-000"
"3103","PI","Milton Brandão","64253-000"
"3104","PI","Monsenhor Gil","64450-000"
"3105","PI","Monsenhor Hipólito","64650-000"
"3106","PI","Monte Alegre do Piauí","64940-000"
"3107","PI","Morro Cabeça no Tempo","64968-000"
"3108","PI","Morro do Chapéu do Piauí","64178-000"
"3109","PI","Murici dos Portelas","64175-000"
"3110","PI","Nazaré do Piauí","64825-000"
"3111","PI","Nazária","64415-000"
"3112","PI","Nossa Senhora de Nazaré","64288-000"
"3113","PI","Nossa Senhora dos Remédios","64140-000"
"3114","PI","Nova Santa Rita","64764-000"
"3115","PI","Novo Oriente do Piauí","64530-000"
"3116","PI","Novo Santo Antônio","64365-000"
"3117","PI","Oeiras","64500-000"
"3118","PI","Olho D'Água do Piauí","64468-000"
"3119","PI","Padre Marcos","64680-000"
"3120","PI","Paes Landim","64710-000"
"3121","PI","Pajeú do Piauí","64898-000"
"3122","PI","Palmeira do Piauí","64925-000"
"3123","PI","Palmeirais","64420-000"
"3124","PI","Paquetá","64618-000"
"3125","PI","Parnaguá","64970-000"
"3126","PI","Parnaíba","64200-001"
"3127","PI","Passagem Franca do Piauí","64395-000"
"3128","PI","Patos do Piauí","64580-000"
"3129","PI","Pau D'Arco do Piauí","64295-000"
"3130","PI","Paulistana","64750-000"
"3131","PI","Pavussu","64838-000"
"3132","PI","Pedro II","64255-000"
"3133","PI","Pedro Laurentino","64728-000"
"3134","PI","Picos","64600-001"
"3135","PI","Pimenteiras","64320-000"
"3136","PI","Pio IX","64660-000"
"3137","PI","Piracuruca","64240-000"
"3138","PI","Piripiri","64260-000"
"3139","PI","Porto","64145-000"
"3140","PI","Porto Alegre do Piauí","64858-000"
"3141","PI","Prata do Piauí","64370-000"
"3142","PI","Queimada Nova","64758-000"
"3143","PI","Redenção do Gurguéia","64915-000"
"3144","PI","Regeneração","64490-000"
"3145","PI","Riacho Frio","64975-000"
"3146","PI","Ribeira do Piauí","64725-000"
"3147","PI","Ribeiro Gonçalves","64865-000"
"3148","PI","Rio Grande do Piauí","64835-000"
"3149","PI","Santa Cruz do Piauí","64545-000"
"3150","PI","Santa Cruz dos Milagres","64315-000"
"3151","PI","Santa Filomena","64945-000"
"3152","PI","Santa Luz","64910-000"
"3153","PI","Santa Rosa do Piauí","64518-000"
"3154","PI","Santana do Piauí","64615-000"
"3155","PI","Santo Antônio de Lisboa","64640-000"
"3156","PI","Santo Antônio dos Milagres","64438-000"
"3157","PI","Santo Inácio do Piauí","64560-000"
"3158","PI","São Braz do Piauí","64783-000"
"3159","PI","São Félix do Piauí","64375-000"
"3160","PI","São Francisco de Assis do Piauí","64745-000"
"3161","PI","São Francisco do Piauí","64550-000"
"3162","PI","São Gonçalo do Gurguéia","64993-000"
"3163","PI","São Gonçalo do Piauí","64435-000"
"3164","PI","São João da Canabrava","64635-000"
"3165","PI","São João da Fronteira","64243-000"
"3166","PI","São João da Serra","64350-000"
"3167","PI","São João da Varjota","64510-000"
"3168","PI","São João do Arraial","64155-000"
"3169","PI","São João do Piauí","64760-000"
"3170","PI","São José do Divino","64245-000"
"3171","PI","São José do Peixe","64555-000"
"3172","PI","São José do Piauí","64625-000"
"3173","PI","São Julião","64670-000"
"3174","PI","São Lourenço do Piauí","64778-000"
"3175","PI","São Luís do Piauí","64638-000"
"3176","PI","São Miguel da Baixa Grande","64378-000"
"3177","PI","São Miguel do Fidalgo","64558-000"
"3178","PI","São Miguel do Tapuio","64330-000"
"3179","PI","São Pedro do Piauí","64430-000"
"3180","PI","São Raimundo Nonato","64770-000"
"3181","PI","Sebastião Barros","64985-000"
"3182","PI","Sebastião Leal","64873-000"
"3183","PI","Sigefredo Pacheco","64285-000"
"3184","PI","Simões","64585-000"
"3185","PI","Simplício Mendes","64700-000"
"3186","PI","Socorro do Piauí","64720-000"
"3187","PI","Sussuapara","64610-000"
"3188","PI","Tamboril do Piauí","64893-000"
"3189","PI","Tanque do Piauí","64512-000"
"3190","PI","Teresina","64000-001"
"3191","PI","União","64120-000"
"3192","PI","Uruçuí","64860-000"
"3193","PI","Valença do Piauí","64300-000"
"3194","PI","Várzea Branca","64773-000"
"3195","PI","Várzea Grande","64525-000"
"3196","PI","Vera Mendes","64568-000"
"3197","PI","Vila Nova do Piauí","64688-000"
"3198","PI","Wall Ferraz","64548-000"
"3199","PR","Abatiá","86460-000"
"3200","PR","Adrianópolis","83490-000"
"3201","PR","Agudos do Sul","83850-000"
"3202","PR","Almirante Tamandaré","83500-001"
"3203","PR","Altamira do Paraná","85280-000"
"3204","PR","Alto Paraíso","87528-000"
"3205","PR","Alto Paraná","87750-000"
"3206","PR","Alto Piquiri","87580-000"
"3207","PR","Altônia","87550-000"
"3208","PR","Alvorada do Sul","86150-000"
"3209","PR","Amaporã","87850-000"
"3210","PR","Ampére","85640-000"
"3211","PR","Anahy","85425-000"
"3212","PR","Andirá","86380-000"
"3213","PR","Ângulo","86755-000"
"3214","PR","Antonina","83370-000"
"3215","PR","Antônio Olinto","83980-000"
"3216","PR","Apucarana","86800-001"
"3217","PR","Arapongas","86700-001"
"3218","PR","Arapoti","84990-000"
"3219","PR","Arapuã","86884-000"
"3220","PR","Araruna","87260-000"
"3221","PR","Araucária","83700-001"
"3222","PR","Ariranha do Ivaí","86880-000"
"3223","PR","Assaí","86220-000"
"3224","PR","Assis Chateaubriand","85935-000"
"3225","PR","Astorga","86730-000"
"3226","PR","Atalaia","87630-000"
"3227","PR","Balsa Nova","83650-000"
"3228","PR","Bandeirantes","86360-000"
"3229","PR","Barbosa Ferraz","86960-000"
"3230","PR","Barra do Jacaré","86385-000"
"3231","PR","Barracão","85700-000"
"3232","PR","Bela Vista da Caroba","85745-000"
"3233","PR","Bela Vista do Paraíso","86130-000"
"3234","PR","Bituruna","84640-000"
"3235","PR","Boa Esperança","87390-000"
"3236","PR","Boa Esperança do Iguaçu","85680-000"
"3237","PR","Boa Ventura de São Roque","85225-000"
"3238","PR","Boa Vista da Aparecida","85780-000"
"3239","PR","Bocaiúva do Sul","83450-000"
"3240","PR","Bom Jesus do Sul","85708-000"
"3241","PR","Bom Sucesso","86940-000"
"3242","PR","Bom Sucesso do Sul","85515-000"
"3243","PR","Borrazópolis","86925-000"
"3244","PR","Braganey","85430-000"
"3245","PR","Brasilândia do Sul","87595-000"
"3246","PR","Cafeara","86640-000"
"3247","PR","Cafelândia","85415-000"
"3248","PR","Cafezal do Sul","87565-000"
"3249","PR","Califórnia","86820-000"
"3250","PR","Cambará","86390-000"
"3251","PR","Cambé","86180-001"
"3252","PR","Cambira","86890-000"
"3253","PR","Campina da Lagoa","87345-000"
"3254","PR","Campina do Simão","85148-000"
"3255","PR","Campina Grande do Sul","83430-000"
"3256","PR","Campo Bonito","85450-000"
"3257","PR","Campo do Tenente","83870-000"
"3258","PR","Campo Largo","83600-001"
"3259","PR","Campo Magro","83535-000"
"3260","PR","Campo Mourão","87300-001"
"3261","PR","Cândido de Abreu","84470-000"
"3262","PR","Candói","85140-000"
"3263","PR","Cantagalo","85160-000"
"3264","PR","Capanema","85760-000"
"3265","PR","Capitão Leônidas Marques","85790-000"
"3266","PR","Carambeí","84145-000"
"3267","PR","Carlópolis","86420-000"
"3268","PR","Cascavel","85800-001"
"3269","PR","Castro","84160-001"
"3270","PR","Catanduvas","85470-000"
"3271","PR","Centenário do Sul","86630-000"
"3272","PR","Cerro Azul","83570-000"
"3273","PR","Céu Azul","85840-000"
"3274","PR","Chopinzinho","85560-000"
"3275","PR","Cianorte","87200-001"
"3276","PR","Cidade Gaúcha","87820-000"
"3277","PR","Clevelândia","85530-000"
"3278","PR","Colombo","83400-001"
"3279","PR","Colorado","86690-000"
"3280","PR","Congonhinhas","86320-000"
"3281","PR","Conselheiro Mairinck","86480-000"
"3282","PR","Contenda","83730-000"
"3283","PR","Corbélia","85420-000"
"3284","PR","Cornélio Procópio","86300-000"
"3285","PR","Coronel Domingos Soares","85557-000"
"3286","PR","Coronel Vivida","85550-000"
"3287","PR","Corumbataí do Sul","86970-000"
"3288","PR","Cruz Machado","84620-000"
"3289","PR","Cruzeiro do Iguaçu","85598-000"
"3290","PR","Cruzeiro do Oeste","87400-000"
"3291","PR","Cruzeiro do Sul","87650-000"
"3292","PR","Cruzmaltina","86855-000"
"3293","PR","Curitiba","80000-001"
"3294","PR","Curiúva","84280-000"
"3295","PR","Diamante do Norte","87990-000"
"3296","PR","Diamante do Sul","85408-000"
"3297","PR","Diamante d'Oeste","85896-000"
"3298","PR","Dois Vizinhos","85660-000"
"3299","PR","Douradina","87485-000"
"3300","PR","Doutor Camargo","87155-000"
"3301","PR","Doutor Ulysses","83590-000"
"3302","PR","Enéas Marques","85630-000"
"3303","PR","Engenheiro Beltrão","87270-000"
"3304","PR","Entre Rios do Oeste","85988-000"
"3305","PR","Esperança Nova","87545-000"
"3306","PR","Espigão Alto do Iguaçu","85465-000"
"3307","PR","Farol","87325-000"
"3308","PR","Faxinal","86840-000"
"3309","PR","Fazenda Rio Grande","83820-001"
"3310","PR","Fênix","86950-000"
"3311","PR","Fernandes Pinheiro","84535-000"
"3312","PR","Figueira","84285-000"
"3313","PR","Flor da Serra do Sul","85618-000"
"3314","PR","Floraí","87185-000"
"3315","PR","Floresta","87120-000"
"3316","PR","Florestópolis","86165-000"
"3317","PR","Flórida","86780-000"
"3318","PR","Formosa do Oeste","85830-000"
"3319","PR","Foz do Iguaçu","85850-001"
"3320","PR","Foz do Jordão","85145-000"
"3321","PR","Francisco Alves","87570-000"
"3322","PR","Francisco Beltrão","85600-001"
"3323","PR","General Carneiro","84660-000"
"3324","PR","Godoy Moreira","86938-000"
"3325","PR","Goioerê","87360-000"
"3326","PR","Goioxim","85162-000"
"3327","PR","Grandes Rios","86845-000"
"3328","PR","Guaíra","85980-000"
"3329","PR","Guairaçá","87880-000"
"3330","PR","Guamiranga","84435-000"
"3331","PR","Guapirama","86465-000"
"3332","PR","Guaporema","87810-000"
"3333","PR","Guaraci","86620-000"
"3334","PR","Guaraniaçu","85400-000"
"3335","PR","Guarapuava","85000-001"
"3336","PR","Guaraqueçaba","83390-000"
"3337","PR","Guaratuba","83280-000"
"3338","PR","Honório Serpa","85548-000"
"3339","PR","Ibaiti","84900-000"
"3340","PR","Ibema","85478-000"
"3341","PR","Ibiporã","86200-000"
"3342","PR","Icaraíma","87530-000"
"3343","PR","Iguaraçu","86750-000"
"3344","PR","Iguatu","85423-000"
"3345","PR","Imbaú","84250-000"
"3346","PR","Imbituva","84430-000"
"3347","PR","Inácio Martins","85155-000"
"3348","PR","Inajá","87670-000"
"3349","PR","Indianópolis","87235-000"
"3350","PR","Ipiranga","84450-000"
"3351","PR","Iporã","87560-000"
"3352","PR","Iracema do Oeste","85833-000"
"3353","PR","Irati","84500-000"
"3354","PR","Iretama","87280-000"
"3355","PR","Itaguajé","86670-000"
"3356","PR","Itaipulândia","85880-000"
"3357","PR","Itambaracá","86375-000"
"3358","PR","Itambé","87175-000"
"3359","PR","Itapejara d'Oeste","85580-000"
"3360","PR","Itaperuçu","83560-000"
"3361","PR","Itaúna do Sul","87980-000"
"3362","PR","Ivaí","84460-000"
"3363","PR","Ivaiporã","86870-000"
"3364","PR","Ivaté","87525-000"
"3365","PR","Ivatuba","87130-000"
"3366","PR","Jaboti","84930-000"
"3367","PR","Jacarezinho","86400-000"
"3368","PR","Jaguapitã","86610-000"
"3369","PR","Jaguariaíva","84200-000"
"3370","PR","Jandaia do Sul","86900-000"
"3371","PR","Janiópolis","87380-000"
"3372","PR","Japira","84920-000"
"3373","PR","Japurá","87225-000"
"3374","PR","Jardim Alegre","86860-000"
"3375","PR","Jardim Olinda","87690-000"
"3376","PR","Jataizinho","86210-000"
"3377","PR","Jesuítas","85835-000"
"3378","PR","Joaquim Távora","86455-000"
"3379","PR","Jundiaí do Sul","86470-000"
"3380","PR","Juranda","87355-000"
"3381","PR","Jussara","87230-000"
"3382","PR","Kaloré","86920-000"
"3383","PR","Lapa","83750-000"
"3384","PR","Laranjal","85275-000"
"3385","PR","Laranjeiras do Sul","85300-001"
"3386","PR","Leópolis","86330-000"
"3387","PR","Lidianópolis","86865-000"
"3388","PR","Lindoeste","85826-000"
"3389","PR","Loanda","87900-000"
"3390","PR","Lobato","86790-000"
"3391","PR","Londrina","86000-001"
"3392","PR","Luiziana","87290-000"
"3393","PR","Lunardelli","86935-000"
"3394","PR","Lupionópolis","86635-000"
"3395","PR","Mallet","84570-000"
"3396","PR","Mamborê","87340-000"
"3397","PR","Mandaguaçu","87160-000"
"3398","PR","Mandaguari","86975-000"
"3399","PR","Mandirituba","83800-000"
"3400","PR","Manfrinópolis","85628-000"
"3401","PR","Mangueirinha","85540-000"
"3402","PR","Manoel Ribas","85260-000"
"3403","PR","Marechal Cândido Rondon","85960-000"
"3404","PR","Maria Helena","87480-000"
"3405","PR","Marialva","86990-000"
"3406","PR","Marilândia do Sul","86825-000"
"3407","PR","Marilena","87960-000"
"3408","PR","Mariluz","87470-000"
"3409","PR","Maringá","87000-001"
"3410","PR","Mariópolis","85525-000"
"3411","PR","Maripá","85955-000"
"3412","PR","Marmeleiro","85615-000"
"3413","PR","Marquinho","85168-000"
"3414","PR","Marumbi","86910-000"
"3415","PR","Matelândia","85887-000"
"3416","PR","Matinhos","83260-000"
"3417","PR","Mato Rico","85240-000"
"3418","PR","Mauá da Serra","86828-000"
"3419","PR","Medianeira","85884-000"
"3420","PR","Mercedes","85998-000"
"3421","PR","Mirador","87840-000"
"3422","PR","Miraselva","86615-000"
"3423","PR","Missal","85890-000"
"3424","PR","Moreira Sales","87370-000"
"3425","PR","Morretes","83350-000"
"3426","PR","Munhoz de Melo","86760-000"
"3427","PR","Nossa Senhora das Graças","86680-000"
"3428","PR","Nova Aliança do Ivaí","87790-000"
"3429","PR","Nova América da Colina","86230-000"
"3430","PR","Nova Aurora","85410-000"
"3431","PR","Nova Cantu","87330-000"
"3432","PR","Nova Esperança","87600-000"
"3433","PR","Nova Esperança do Sudoeste","85635-000"
"3434","PR","Nova Fátima","86310-000"
"3435","PR","Nova Laranjeiras","85350-000"
"3436","PR","Nova Londrina","87970-000"
"3437","PR","Nova Olímpia","87490-000"
"3438","PR","Nova Prata do Iguaçu","85685-000"
"3439","PR","Nova Santa Bárbara","86250-000"
"3440","PR","Nova Santa Rosa","85930-000"
"3441","PR","Nova Tebas","85250-000"
"3442","PR","Novo Itacolomi","86895-000"
"3443","PR","Ortigueira","84350-000"
"3444","PR","Ourizona","87170-000"
"3445","PR","Ouro Verde do Oeste","85933-000"
"3446","PR","Paiçandu","87140-000"
"3447","PR","Palmas","85555-000"
"3448","PR","Palmeira","84130-000"
"3449","PR","Palmital","85270-000"
"3450","PR","Palotina","85950-000"
"3451","PR","Paraíso do Norte","87780-000"
"3452","PR","Paranacity","87660-000"
"3453","PR","Paranaguá","83200-001"
"3454","PR","Paranapoema","87680-000"
"3455","PR","Paranavaí","87700-001"
"3456","PR","Pato Bragado","85948-000"
"3457","PR","Pato Branco","85500-001"
"3458","PR","Paula Freitas","84630-000"
"3459","PR","Paulo Frontin","84635-000"
"3460","PR","Peabiru","87250-000"
"3461","PR","Perobal","87538-000"
"3462","PR","Pérola","87540-000"
"3463","PR","Pérola d'Oeste","85740-000"
"3464","PR","Piên","83860-000"
"3465","PR","Pinhais","83320-001"
"3466","PR","Pinhal de São Bento","85727-000"
"3467","PR","Pinhalão","84925-000"
"3468","PR","Pinhão","85170-000"
"3469","PR","Piraí do Sul","84240-000"
"3470","PR","Piraquara","83300-001"
"3471","PR","Pitanga","85200-000"
"3472","PR","Pitangueiras","86613-000"
"3473","PR","Planaltina do Paraná","87860-000"
"3474","PR","Planalto","85750-000"
"3475","PR","Ponta Grossa","84000-001"
"3476","PR","Pontal do Paraná","83255-000"
"3477","PR","Porecatu","86160-000"
"3478","PR","Porto Amazonas","84140-000"
"3479","PR","Porto Barreiro","85345-000"
"3480","PR","Porto Rico","87950-000"
"3481","PR","Porto Vitória","84615-000"
"3482","PR","Prado Ferreira","86618-000"
"3483","PR","Pranchita","85730-000"
"3484","PR","Presidente Castelo Branco","87180-000"
"3485","PR","Primeiro de Maio","86140-000"
"3486","PR","Prudentópolis","84400-000"
"3487","PR","Quarto Centenário","87365-000"
"3488","PR","Quatiguá","86450-000"
"3489","PR","Quatro Barras","83420-000"
"3490","PR","Quatro Pontes","85940-000"
"3491","PR","Quedas do Iguaçu","85460-000"
"3492","PR","Querência do Norte","87930-000"
"3493","PR","Quinta do Sol","87265-000"
"3494","PR","Quitandinha","83840-000"
"3495","PR","Ramilândia","85888-000"
"3496","PR","Rancho Alegre","86290-000"
"3497","PR","Rancho Alegre d'Oeste","87395-000"
"3498","PR","Realeza","85770-000"
"3499","PR","Rebouças","84550-000"
"3500","PR","Renascença","85610-000"
"3501","PR","Reserva","84320-000"
"3502","PR","Reserva do Iguaçu","85195-000"
"3503","PR","Ribeirão Claro","86410-000"
"3504","PR","Ribeirão do Pinhal","86490-000"
"3505","PR","Rio Azul","84560-000"
"3506","PR","Rio Bom","86830-000"
"3507","PR","Rio Bonito do Iguaçu","85340-000"
"3508","PR","Rio Branco do Ivaí","86848-000"
"3509","PR","Rio Branco do Sul","83540-000"
"3510","PR","Rio Negro","83880-000"
"3511","PR","Rolândia","86600-001"
"3512","PR","Roncador","87320-000"
"3513","PR","Rondon","87800-000"
"3514","PR","Rosário do Ivaí","86850-000"
"3515","PR","Sabáudia","86720-000"
"3516","PR","Salgado Filho","85620-000"
"3517","PR","Salto do Itararé","84945-000"
"3518","PR","Salto do Lontra","85670-000"
"3519","PR","Santa Amélia","86370-000"
"3520","PR","Santa Cecília do Pavão","86225-000"
"3521","PR","Santa Cruz de Monte Castelo","87920-000"
"3522","PR","Santa Fé","86770-000"
"3523","PR","Santa Helena","85892-000"
"3524","PR","Santa Inês","86660-000"
"3525","PR","Santa Isabel do Ivaí","87910-000"
"3526","PR","Santa Izabel do Oeste","85650-000"
"3527","PR","Santa Lúcia","85795-000"
"3528","PR","Santa Maria do Oeste","85230-000"
"3529","PR","Santa Mariana","86350-000"
"3530","PR","Santa Mônica","87915-000"
"3531","PR","Santa Tereza do Oeste","85825-000"
"3532","PR","Santa Terezinha de Itaipu","85875-000"
"3533","PR","Santana do Itararé","84970-000"
"3534","PR","Santo Antônio da Platina","86430-000"
"3535","PR","Santo Antônio do Caiuá","87730-000"
"3536","PR","Santo Antônio do Paraíso","86315-000"
"3537","PR","Santo Antônio do Sudoeste","85710-000"
"3538","PR","Santo Inácio","86650-000"
"3539","PR","São Carlos do Ivaí","87770-000"
"3540","PR","São Jerônimo da Serra","86270-000"
"3541","PR","São João","85570-000"
"3542","PR","São João do Caiuá","87740-000"
"3543","PR","São João do Ivaí","86930-000"
"3544","PR","São João do Triunfo","84150-000"
"3545","PR","São Jorge do Ivaí","87190-000"
"3546","PR","São Jorge do Patrocínio","87555-000"
"3547","PR","São Jorge D'Oeste","85575-000"
"3548","PR","São José da Boa Vista","84980-000"
"3549","PR","São José das Palmeiras","85898-000"
"3550","PR","São José dos Pinhais","83000-001"
"3551","PR","São Manoel do Paraná","87215-000"
"3552","PR","São Mateus do Sul","83900-000"
"3553","PR","São Miguel do Iguaçu","85877-000"
"3554","PR","São Pedro do Iguaçu","85929-000"
"3555","PR","São Pedro do Ivaí","86945-000"
"3556","PR","São Pedro do Paraná","87955-000"
"3557","PR","São Sebastião da Amoreira","86240-000"
"3558","PR","São Tomé","87220-000"
"3559","PR","Sapopema","84290-000"
"3560","PR","Sarandi","87110-001"
"3561","PR","Saudade do Iguaçu","85568-000"
"3562","PR","Sengés","84220-000"
"3563","PR","Serranópolis do Iguaçu","85885-000"
"3564","PR","Sertaneja","86340-000"
"3565","PR","Sertanópolis","86170-000"
"3566","PR","Siqueira Campos","84940-000"
"3567","PR","Sulina","85565-000"
"3568","PR","Tamarana","86125-000"
"3569","PR","Tamboara","87760-000"
"3570","PR","Tapejara","87430-000"
"3571","PR","Tapira","87830-000"
"3572","PR","Teixeira Soares","84530-000"
"3573","PR","Telêmaco Borba","84260-001"
"3574","PR","Terra Boa","87240-000"
"3575","PR","Terra Rica","87890-000"
"3576","PR","Terra Roxa","85990-000"
"3577","PR","Tibagi","84300-000"
"3578","PR","Tijucas do Sul","83190-000"
"3579","PR","Toledo","85900-001"
"3580","PR","Tomazina","84935-000"
"3581","PR","Três Barras do Paraná","85485-000"
"3582","PR","Tunas do Paraná","83480-000"
"3583","PR","Tuneiras do Oeste","87450-000"
"3584","PR","Tupãssi","85945-000"
"3585","PR","Turvo","85150-000"
"3586","PR","Ubiratã","85440-000"
"3587","PR","Umuarama","87500-001"
"3588","PR","União da Vitória","84600-001"
"3589","PR","Uniflor","87640-000"
"3590","PR","Uraí","86280-000"
"3591","PR","Ventania","84345-000"
"3592","PR","Vera Cruz do Oeste","85845-000"
"3593","PR","Verê","85585-000"
"3594","PR","Virmond","85390-000"
"3595","PR","Vitorino","85520-000"
"3596","PR","Wenceslau Braz","84950-000"
"3597","PR","Xambrê","87535-000"
"3598","RJ","Angra dos Reis","23900-001"
"3599","RJ","Aperibé","28495-000"
"3600","RJ","Araruama","28970-000"
"3601","RJ","Areal","25845-000"
"3602","RJ","Armação dos Búzios","28950-000"
"3603","RJ","Arraial do Cabo","28930-000"
"3604","RJ","Barra do Piraí","27000-001"
"3605","RJ","Barra Mansa","27300-001"
